Results_Name,VSPAERO_History
Results_Timestamp,1686665437
Results_Date,6,13,2023
Results_Time,16,10,37
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,5.853377524999999956e-03,8.626513776999999647e-03,8.885142917999999321e-03
CDo,2.129285937500000059e-02,2.246834659200000126e-02,2.252935099999999954e-02
CDt,6.209825135999999871e-03,1.131034943299999949e-02,1.117352894600000084e-02
CDtot,2.714623690100000097e-02,3.109486036899999917e-02,3.141449391799999713e-02
CDtott,2.750268451099999872e-02,3.377869602499999901e-02,3.370287994599999865e-02
CFx,2.714623690100000097e-02,3.109486036899999917e-02,3.141449391799999713e-02
CFxi,5.853377524999999956e-03,8.626513776999999647e-03,8.885142917999999321e-03
CFxo,2.129285937500000059e-02,2.246834659200000126e-02,2.252935099999999954e-02
CFy,-1.382894789999999929e-02,-1.905638817000000068e-03,-8.134046569999999702e-04
CFyi,-1.382648564299999994e-02,-1.912990008000000014e-03,-8.070734539999999775e-04
CFyo,-2.462256999999999997e-06,7.351190000000000170e-06,-6.331203000000000342e-06
CFz,4.624046501280000276e-01,6.100150049120000029e-01,6.201646386510000220e-01
CFzi,4.621518224799999741e-01,6.101020346229999447e-01,6.202381398170000448e-01
CFzo,2.528276480000000233e-04,-8.702971100000000135e-05,-7.350116600000000059e-05
CL,4.624046501280000276e-01,6.100150049120000029e-01,6.201646386510000220e-01
CLi,4.621518224799999741e-01,6.101020346229999447e-01,6.202381398170000448e-01
CLo,2.528276480000000233e-04,-8.702971100000000135e-05,-7.350116600000000059e-05
CMx,2.981443136999999827e-02,2.821462821000000031e-03,7.008109769999999522e-04
CMxi,2.987013427399999935e-02,2.822794446999999946e-03,7.023891379999999771e-04
CMxo,-5.570290400000000257e-05,-1.331624999999999935e-06,-1.578160999999999966e-06
CMy,-5.951179300000000120e-04,8.378780312799999352e-02,6.926445098899999819e-02
CMyi,-1.873088995100000154e-02,6.460684033800000170e-02,5.000537160900000305e-02
CMyo,1.813577202200000044e-02,1.918096278999999876e-02,1.925907937999999861e-02
CMz,1.386289239000000097e-03,-3.101140550000000030e-04,-2.145662769999999962e-04
CMzi,1.587888038000000038e-03,-2.921885429999999733e-04,-2.065848839999999908e-04
CMzo,-2.015987989999999956e-04,-1.792551199999999921e-05,-7.981393000000000377e-06
CS,-1.382894789999999929e-02,-1.905638817000000068e-03,-8.134046569999999702e-04
CSi,-1.382648564299999994e-02,-1.912990008000000014e-03,-8.070734539999999775e-04
CSo,-2.462256999999999997e-06,7.351190000000000170e-06,-6.331203000000000342e-06
E,9.678132731549999868e-01,1.144454144130000017e+00,1.148368546454999972e+00
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,1.606230000000000047e+00
FC_Cref_,1.338399999999999868e-01
FC_Mach_,2.999999999999999889e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.250000000000000000e+05
FC_Rho_,1.225000000000000089e+00
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,2.149780000000000024e-01
FC_Vinf_,3.000000000000000000e+01
FC_Xcg_,3.250000000000000111e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.702452624168800099e+01,1.962067130635699996e+01,1.974369351412899931e+01
Mach,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1686665437
Results_Date,6,13,2023
Results_Time,16,10,37
Alpha,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,7.872938995000000259e-03,1.140967952000000035e-02,1.152035197699999985e-02
CDo,2.201710502500000069e-02,2.334856018799999836e-02,2.337167474399999903e-02
CDt,1.115548670500000027e-02,1.469909072299999987e-02,1.461663276399999961e-02
CDtot,2.989004401999999921e-02,3.475823970800000218e-02,3.489202672100000235e-02
CDtott,3.317259172999999922e-02,3.804765091099999996e-02,3.798830750700000342e-02
CFx,2.011621626400000168e-02,2.234137405800000128e-02,2.245825039000000009e-02
CFxi,-1.899972103000000011e-03,-1.011209843999999990e-03,-9.172227710000000443e-04
CFxo,2.201618836800000104e-02,2.335258390199999867e-02,2.337547316099999883e-02
CFy,-1.606989325800000160e-02,-1.836393786000000078e-03,-1.218027493999999976e-03
CFyi,-1.602628767099999879e-02,-1.826630032999999962e-03,-1.222881186000000005e-03
CFyo,-4.360558699999999915e-05,-9.763752999999999351e-06,4.853692999999999812e-06
CFz,5.602030635510000245e-01,7.116650872469999500e-01,7.126350669959999884e-01
CFzi,5.599584079289999794e-01,7.116918458490000265e-01,7.126487166839999832e-01
CFzo,2.446556219999999893e-04,-2.675860200000000039e-05,-1.364968799999999961e-05
CL,5.597666655280000292e-01,7.111667864670000450e-01,7.121345787099999658e-01
CLi,5.599062826370000412e-01,7.116010997789999903e-01,7.125561845779999626e-01
CLo,-1.396171080000000039e-04,-4.343133119999999735e-04,-4.216058669999999775e-04
CMx,3.229347965999999903e-02,2.372446069000000001e-03,1.998613659000000181e-03
CMxi,3.236554203900000176e-02,2.373386816000000107e-03,2.001180252999999829e-03
