Results_Name,VSPAERO_History
Results_Timestamp,1686570962
Results_Date,6,12,2023
Results_Time,13,56,2
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,9.395656785999999955e-03,1.060511809499999937e-02,1.069044490500000062e-02
CDo,2.440837936900000157e-02,2.474757367100000049e-02,2.475436364900000102e-02
CDt,1.029069334400000042e-02,1.172020881699999996e-02,1.190688309099999925e-02
CDtot,3.380403615500000153e-02,3.535269176599999813e-02,3.544480855399999991e-02
CDtott,3.469907271299999679e-02,3.646778248799999872e-02,3.666124674000000028e-02
CFx,3.380403615500000153e-02,3.535269176599999813e-02,3.544480855399999991e-02
CFxi,9.395656785999999955e-03,1.060511809499999937e-02,1.069044490500000062e-02
CFxo,2.440837936900000157e-02,2.474757367100000049e-02,2.475436364900000102e-02
CFy,-3.257008179000000191e-03,-2.059005839999999879e-04,-5.345901900000000296e-05
CFyi,-3.265176986999999802e-03,-2.036187160000000132e-04,-5.344050299999999923e-05
CFyo,8.168808000000000682e-06,-2.281868000000000088e-06,-1.851599999999999851e-08
CFz,6.161681563630000413e-01,6.503592867919999465e-01,6.511659136490000055e-01
CFzi,6.160681131830000323e-01,6.503693759319999490e-01,6.511793771580000056e-01
CFzo,1.000431800000000033e-04,-1.008914000000000078e-05,-1.346350799999999930e-05
CL,6.161681563630000413e-01,6.503592867919999465e-01,6.511659136490000055e-01
CLi,6.160681131830000323e-01,6.503693759319999490e-01,6.511793771580000056e-01
CLo,1.000431800000000033e-04,-1.008914000000000078e-05,-1.346350799999999930e-05
CMx,6.848695456999999605e-03,3.000496580000000134e-04,1.362483819999999921e-04
CMxi,6.898848332999999930e-03,2.997031360000000123e-04,1.367558770000000068e-04
CMxo,-5.015287599999999988e-05,3.465220000000000109e-07,-5.074949999999999793e-07
CMy,-6.563071613300000551e-02,-6.295073439800000226e-02,-6.120899954499999657e-02
CMyi,-7.618686457399999334e-02,-7.371071974699999751e-02,-7.197605957899999574e-02
CMyo,1.055614843999999955e-02,1.075998534900000046e-02,1.076706003399999917e-02
CMz,-4.067921929999999920e-04,-2.691097800000000017e-05,-7.877071000000000192e-06
CMzi,-3.434584850000000039e-04,-2.493524899999999874e-05,-6.732747000000000169e-06
CMzo,-6.333370800000000169e-05,-1.975729000000000155e-06,-1.144325000000000051e-06
CS,-3.257008179000000191e-03,-2.059005839999999879e-04,-5.345901900000000296e-05
CSi,-3.265176986999999802e-03,-2.036187160000000132e-04,-5.344050299999999923e-05
CSo,8.168808000000000682e-06,-2.281868000000000088e-06,-1.851599999999999851e-08
E,1.071422616313000065e+00,1.057876937824999919e+00,1.052049048918000107e+00
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,7.745999999999999552e-01
FC_Cref_,6.454400000000000415e-02
FC_Mach_,2.999999999999999889e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+05
FC_Rho_,1.225000000000000089e+00
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.999599999999999878e-02
FC_Vinf_,3.000000000000000000e+01
FC_Xcg_,1.613799999999999957e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.822469099111399871e+01,1.839660131798600062e+01,1.837164323110100028e+01
Mach,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1686570962
Results_Date,6,12,2023
Results_Time,13,56,2
Alpha,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.059868808200000075e-02,1.384775293800000022e-02,1.390975333900000034e-02
CDo,2.461734042399999975e-02,2.564274794699999971e-02,2.563008849199999856e-02
CDt,1.186226666400000060e-02,1.535620006699999970e-02,1.542541106500000016e-02
CDtot,3.521602850600000223e-02,3.949050088500000166e-02,3.953984183099999716e-02
CDtott,3.647960708800000035e-02,4.099894801400000288e-02,4.105549955699999698e-02
CFx,2.416949199099999862e-02,2.639805771299999840e-02,2.645821734799999950e-02
CFxi,-4.458531370000000100e-04,7.507691169999999468e-04,8.241650720000000046e-04
CFxo,2.461534512700000107e-02,2.564728859600000008e-02,2.563405227600000155e-02
CFy,-1.258993709600000031e-02,7.998361299999999995e-05,4.819334500000000131e-05
CFyi,-1.254996549999999947e-02,8.077608100000000207e-05,4.873926199999999875e-05
CFyo,-3.997159700000000042e-05,-7.924679999999999993e-07,-5.459180000000000051e-07
CFz,6.331629787450000491e-01,7.504101953530000202e-01,7.497908236539999605e-01
CFzi,6.328338360020000497e-01,7.504465480869999539e-01,7.497942382800000249e-01
CFzo,3.291427439999999958e-04,-3.635273299999999867e-05,-3.414626000000000178e-06
CL,6.326447291590000521e-01,7.498351946139999447e-01,7.492148673170000439e-01
CLi,6.327452335530000527e-01,7.503191487150000505e-01,7.496656573219999675e-01
CLo,-1.005043939999999964e-04,-4.839541010000000115e-04,-4.507900049999999923e-04
CMx,2.368904721999999866e-02,1.222024219999999874e-04,-4.543395500000000265e-05
CMxi,2.376952619999999836e-02,1.165974530000000011e-04,-4.516434800000000189e-05
CMxo,-8.047897999999999836e-05,5.604968999999999902e-06,-2.696070000000000133e-07
CMy,-6.616582185500000102e-02,-4.328139121599999806e-02,-4.357557688299999732e-02
CMyi,-7.683075472099999692e-02,-5.455787102399999727e-02,-5.484388107299999898e-02
CMyo,1.066493286599999937e-02,1.127647980799999922e-02,1.126830418999999993e-02
CMz,-1.241175795000000037e-03,-1.118246900000000029e-05,1.595061699999999921e-05
CMzi,-1.048709812000000107e-03,-1.230745200000000069e-05,1.633713700000000106e-05
CMzo,-1.924659830000000104e-04,1.124982999999999983e-06,-3.865210000000000238e-07
CS,-1.258993709600000031e-02,7.998361299999999995e-05,4.819334500000000131e-05
CSi,-1.254996549999999947e-02,8.077608100000000207e-05,4.873926199999999875e-05
CSo,-3.997159700000000042e-05,-7.924679999999999993e-07,-5.459180000000000051e-07
E,1.001927150196000094e+00,1.078309038235000017e+00,1.071633533288999907e+00
FC_AoA_,1.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,7.745999999999999552e-01
FC_Cref_,6.454400000000000415e-02
FC_Mach_,2.999999999999999889e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+05
FC_Rho_,1.225000000000000089e+00
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.999599999999999878e-02
FC_Vinf_,3.000000000000000000e+01
FC_Xcg_,1.613799999999999957e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.796753525016899999e+01,1.899999067876600023e+01,1.895975357024699903e+01
Mach,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1686570962
Results_Date,6,12,2023
Results_Time,13,56,2
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,0
Beta,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
CDi,7.982374570999999433e-03,1.063469739600000040e-02,1.070210911399999999e-02
CDo,2.394837036600000121e-02,2.477061892099999968e-02,2.476117319400000100e-02
CDt,8.600612626999999330e-03,1.165088531700000062e-02,1.184059374999999956e-02
CDtot,3.193074493700000238e-02,3.540531631800000051e-02,3.546328230799999925e-02
CDtott,3.254898299299999881e-02,3.642150423800000203e-02,3.660176694500000272e-02
CFx,3.171127952499999680e-02,3.538839455500000092e-02,3.544422184999999892e-02
CFxi,7.767480460000000114e-03,1.062171807899999973e-02,1.068699377000000006e-02
CFxo,2.394379906599999885e-02,2.476667647600000119e-02,2.475722808100000102e-02
CFy,-1.285182039700000049e-02,-1.278424665999999951e-03,-1.401456268999999935e-03
CFyi,-1.238093651600000004e-02,-8.363922079999999660e-04,-9.593533860000000042e-04
CFyo,-4.708838810000000145e-04,-4.420324589999999809e-04,-4.421028829999999851e-04
CFz,5.433743147709999555e-01,6.526801480699999658e-01,6.517678220279999879e-01
CFzi,5.430813262589999635e-01,6.527201126439999834e-01,6.517818385479999810e-01
CFzo,2.929885110000000122e-04,-3.996457400000000244e-05,-1.401652000000000010e-05
CL,5.433743147709999555e-01,6.526801480699999658e-01,6.517678220279999879e-01
CLi,5.430813262589999635e-01,6.527201126439999834e-01,6.517818385479999810e-01
CLo,2.929885110000000122e-04,-3.996457400000000244e-05,-1.401652000000000010e-05
CMx,2.380258462699999869e-02,2.224544888000000095e-03,2.255385303000000032e-03
CMxi,2.386328606100000110e-02,2.213332588999999961e-03,2.248991245999999982e-03
CMxo,-6.070143400000000094e-05,1.121229800000000057e-05,6.394057000000000198e-06
CMy,-8.531229335800000202e-02,-6.083006402099999654e-02,-6.071258769400000171e-02
CMyi,-9.558667842399999615e-02,-7.160479820300000298e-02,-7.148217175899999887e-02
CMyo,1.027438506599999933e-02,1.077473418199999949e-02,1.076958406599999932e-02
CMz,-1.224780122999999908e-03,1.426813759999999865e-04,1.226035380000000102e-04
CMzi,-1.052947430000000057e-03,1.644733599999999936e-04,1.474150539999999983e-04
CMzo,-1.718326919999999902e-04,-2.179198400000000030e-05,-2.481151600000000167e-05
CS,-1.229642486299999983e-02,-6.606173110000000117e-04,-7.826558549999999923e-04
CSi,-1.224348961299999948e-02,-6.508902799999999626e-04,-7.726935129999999794e-04
CSo,-5.293524999999999771e-05,-9.727031000000000010e-06,-9.962341999999999357e-06
E,9.800046322500000073e-01,1.062574391589999889e+00,1.052847880465000108e+00
FC_AoA_,0.000000000000000000e+00
FC_Beta_,1.000000000000000000e+00
FC_Bref_,7.745999999999999552e-01
FC_Cref_,6.454400000000000415e-02
FC_Mach_,2.999999999999999889e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+05
FC_Rho_,1.225000000000000089e+00
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,4.999599999999999878e-02
FC_Vinf_,3.000000000000000000e+01
FC_Xcg_,1.613799999999999957e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.700810072965800046e+01,1.843565262313400055e+01,1.837906127485900143e+01
Mach,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_History
Results_Timestamp,1686570962
Results_Date,6,12,2023
Results_Time,13,56,2
Alpha,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,7.431305410999999687e-03,1.052661469900000035e-02,1.054523206399999961e-02
CDo,2.398021736000000015e-02,2.478542767400000041e-02,2.476589037399999985e-02
CDt,8.741114843999999579e-03,1.186890631100000031e-02,1.193834796600000067e-02
CDtot,3.141152277099999723e-02,3.531204237300000076e-02,3.531112243799999773e-02
CDtott,3.272133220400000320e-02,3.665433398500000245e-02,3.670423834000000052e-02
CFx,3.141152277099999723e-02,3.531204237300000076e-02,3.531112243799999773e-02
CFxi,7.431305410999999687e-03,1.052661469900000035e-02,1.054523206399999961e-02
CFxo,2.398021736000000015e-02,2.478542767400000041e-02,2.476589037399999985e-02
CFy,-1.412473291399999990e-02,-2.927051097000000004e-03,-2.933700391000000195e-03
CFyi,-1.405772929200000028e-02,-2.903779539000000010e-03,-2.909379863000000153e-03
CFyo,-6.700362200000000356e-05,-2.327155700000000166e-05,-2.432052799999999857e-05
CFz,5.440740176610000534e-01,6.536543543499999664e-01,6.521378778269999454e-01
CFzi,5.437860109530000541e-01,6.536967330249999764e-01,6.521518924270000017e-01
CFzo,2.880067069999999872e-04,-4.237867600000000238e-05,-1.401459999999999962e-05
CL,5.440740176610000534e-01,6.536543543499999664e-01,6.521378778269999454e-01
CLi,5.437860109530000541e-01,6.536967330249999764e-01,6.521518924270000017e-01
CLo,2.880067069999999872e-04,-4.237867600000000238e-05,-1.401459999999999962e-05
CMx,2.891883405999999893e-02,8.454119657000000801e-03,8.120554901000000617e-03
CMxi,2.898150810199999830e-02,8.450594104000000092e-03,8.120160846999999182e-03
CMxo,-6.267404199999999817e-05,3.525552999999999938e-06,3.940540000000000159e-07
CMy,-8.586662945499999589e-02,-6.094879906299999900e-02,-6.194510588100000242e-02
CMyi,-9.616780091099999539e-02,-7.173577711100000143e-02,-7.271949559300000532e-02
CMyo,1.030117145599999950e-02,1.078697804800000069e-02,1.077438971199999942e-02
CMz,-7.436636289999999649e-04,6.053293689999999800e-04,6.225040160000000055e-04
CMzi,-5.388873070000000124e-04,6.746759970000000420e-04,6.914535729999999551e-04
CMzo,-2.047763220000000067e-04,-6.934662799999999426e-05,-6.894955700000000376e-05
CS,-1.412473291399999990e-02,-2.927051097000000004e-03,-2.933700391000000195e-03
CSi,-1.405772929200000028e-02,-2.903779539000000010e-03,-2.909379863000000153e-03
CSo,-6.700362200000000356e-05,-2.327155700000000166e-05,-2.432052799999999857e-05
E,1.055410580290000011e+00,1.076699208508999916e+00,1.069724316153999988e+00
FC_AoA_,0.000000000000000000e+00
FC_Beta_,0.000000000000000000e+00
FC_Bref_,7.745999999999999552e-01
FC_Cref_,6.454400000000000415e-02
FC_Mach_,2.999999999999999889e-01
FC_Pitch_Rate,0.000000000000000000e+00
FC_ReCref_,1.000000000000000000e+05
FC_Rho_,1.225000000000000089e+00
FC_Roll__Rate,1.000000000000000000e+00
FC_Sref_,4.999599999999999878e-02
FC_Vinf_,3.000000000000000000e+01
FC_Xcg_,1.613799999999999957e-01
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,1.731167300996600034e+01,1.851200579447599992e+01,1.846873866920099871e+01
Mach,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
